Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Tip pr. odseka;Tip avt. stevca;Leto roc. stetja;Ime stevnega mesta;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lahka tov. < 3t;Sr. tov.  3-7t;Tez. tov. nad 7t;Tov. s prik.;ZAPORED
R3;719;5622;KRAMAROVCI;0;630;524;P;;;;50;0;50;0;0;0;0;0;903
R3;720;5624;SOTINA;0;2.266;524;P;;;;50;0;50;0;0;0;0;0;904
R3;721;1317;PETROVCI-KUZMA;0;19.950;356;O;;01x1;DOLIC;895;1;837;13;43;1;0;0;905
R3;722;1446;MP MARTINJE-MARTINJE;0;310;524;O;;x;MP MARTINJE;130;0;130;0;0;0;0;0;906
R3;723;5691;SALOVCI-CEPINCI;0;6.638;358;P;;;;150;1;140;2;3;2;2;0;907
R3;723;5657;CEPINCI-MEJA MADZARSKA;0;2.524;524;P;;;;100;0;100;0;0;0;0;0;908
R3;724;5693;HODOS-DOMANJSEVCI;0;5.055;358;P;;;;100;0;95;1;2;1;1;0;909
R3;724;5694;DOMANJSEVCI;0;1.060;358;P;;;;100;0;95;1;2;1;1;0;910
R3;724;5661;DOMANJSEVCI-BERKOVCI;0;3.770;358;P;;;;100;0;95;1;2;1;1;0;911
R3;724;4210;BERKOVCI-KOBILJE;0;12.943;358;P;;;;300;1;281;4;6;4;3;1;912
R3;725;5672;MARTJANCI-SEBEBORCI;0;3.167;492;O;;01x1;MARTJANCI;2.195;15;2.031;21;92;34;2;0;913
R3;725;5677;SEBEBORCI-TRAKSAROV BREG;0;3.973;492;P;;;;1.000;7;927;9;41;15;1;0;914
R3;725;5678;TRAKSAROV BREG- FOKOVCI;0;440;492;P;;;;500;3;463;5;21;8;0;0;915
R3;725;5668;FOKOVCI-PROSENJAKOVCI;0;7.595;492;P;;;;100;1;92;1;4;2;0;0;916
R3;726;1321;RENKOVCI-CRENSOVCI;0;8.240;359;O;;02x4;TURNISCE;2.421;11;2.198;29;113;35;20;15;917
R3;726;1322;CRENSOVCI-RAZKRIZJE;0;6.210;360;O;QLD6;98x1;SR. BISTRICA;2.192;12;1.882;16;98;50;38;96;918
R3;726;1324;STROCJA VAS-PAVLOVCI;0;13.200;140;O;;00x4;MIKLAVZ;900;2;847;12;27;5;6;1;919
R3;727;1326;RAZKRIZJE-MEJA R HRVASKA;0;475;431;P;;;;500;0;476;5;17;2;0;0;920
R3;728;1148;SKOFLJICA-IG;0;5.249;161;O;;99x1;IG;800;2;715;0;36;33;12;2;921
R3;728;4815;IG-RAKITNA;0;19.440;158;O;;99x1;RAKITNA;60;2;54;0;4;0;0;0;922
R3;729;4206;HOTIZA-VELIKA POLANA;0;3.317;359;P;;;;250;1;232;4;5;4;2;2;923
R3;729;4207;VELIKA POLANA-LIPA-BELTINCI;0;8.920;359;P;;;;260;1;242;4;5;4;2;2;924
R3;730;4104;ZICE-SV.ANA-ZG.SCAVNICA;0;5.835;359;P;;;;1.000;0;930;15;20;15;10;10;925
R3;730;4105;ZG.SCAVNICA-DRAZEN VRH;0;2.235;359;P;;;;150;0;141;2;3;2;1;1;926
R3;731;8209;POLZELA-PARIZLJE-BRASLOVCE-M.B;0;3.919;326;P;;;;300;1;267;2;12;11;5;2;927
R3;732;8215;PONDOR-TABOR;0;2.388;326;P;;;;500;2;443;3;21;19;8;4;928
R3;732;8259;TABOR-OJSTRISKA VAS-KAPLA;0;1.645;326;P;;;;300;1;267;2;12;11;5;2;929
R3;733;5831;VAVTA VAS-DOL.TOPLICE-PODTURN;0;6.290;294;P;;;;1.500;5;1.382;12;48;29;9;15;930
R3;734;4123;CERKVENJAK-VITOMARCI;0;5.733;338;P;;;;150;1;131;1;6;4;3;4;931
R3;734;4121;VITOMARCI-GABRNIK;0;6.397;338;P;;;;150;1;131;1;6;4;3;4;932
R3;735;6314;MUTA-VUZENICA;0;445;484;P;;;;700;4;645;3;27;11;8;2;933
R3;737;9017;RACE-SIKOLE;0;5.895;733;P;;;;400;0;372;10;10;8;0;0;934
R3;738;6727;TRZISCE-HOTEMEZ;0;14.641;284;P;;;;600;1;580;1;7;10;1;0;935
RT;901;1001;RATECE-PLANICA;0;2.000;211;P;;;;50;2;48;0;0;0;0;0;950
RT;902;1019;STRMEC-MANGART;0;11.980;211;P;;;;50;2;48;0;0;0;0;0;951
RT;903;1021;IDRSKO-LIVEK;0;6.960;211;P;;;;100;5;91;1;1;1;1;0;952
RT;904;1093;JEZERO-ZLATOROG;0;4.200;240;O;;02x4;BOHINJSKO JEZERO;1.335;29;1.162;49;74;12;8;1;953
RT;904;1093;ZLATOROG-SAVICA;4.200;8.200;240;P;;;;260;3;249;6;1;1;0;0;953
RT;905;1095;GORJE-KRNICA;0;2.160;235;P;;;;2.000;11;1.877;27;48;29;5;3;954
RT;905;1096;KRNICA-ZATRNIK;0;4.000;236;O;;02x4;KRNICA;1.318;19;1.202;8;68;12;5;4;955
RT;905;1096;ZATRNIK-MRZLI STUDENEC;4.000;9.120;236;P;;;;450;4;413;7;17;7;1;1;955
RT;905;1097;MRZLI STUDENEC-JEREKA;0;16.340;239;P;;;;120;1;112;3;2;2;0;0;956
RT;906;1100;MRZLI STUD.-RUDNO POLJE;0;6.100;239;P;;;;80;0;75;2;2;1;0;0;957
RT;907;1101;KRNICA-ZG.RADOVNA;0;11.880;239;P;;;;82;0;77;2;2;1;0;0;958
RT;907;1102;ZG.RADOVNA-DOVJE;0;6.400;239;P;;;;226;1;210;6;5;3;0;1;959
RT;908;1383;KRAJE-MOJSTRANA;0;2.000;631;P;;;;1.000;6;928;23;22;17;2;2;960
RT;908;1383;MOJSTRANA-VRATA;2.000;11.600;211;P;;;;93;5;85;1;1;1;0;0;960
RT;909;1125;BOH.BISTRICA-VRESJE;0;8.260;253;O;;99x1;NEMSKI ROVT;180;0;162;0;8;0;0;10;961
RT;909;1128;VRESJE-SORICA;0;9.530;236;P;;;;88;1;82;1;3;1;0;0;962
RT;909;1129;SORICA-PETROVO BRDO;0;4.200;236;P;;;;60;0;56;1;2;1;0;0;963
RT;910;1130;SORICA-PODROST;0;5.250;236;P;;;;400;4;367;6;15;6;1;1;964
RT;911;1123;RUDNO-ROVTARICA;0;11.510;253;P;;;;160;0;144;0;7;0;0;9;965
RT;911;1124;ROVTARICA-VRESJE;0;7.880;253;P;;;;10;0;10;0;0;0;0;0;966
RT;912;7302;ZALI LOG-DAVCA;0;7.856;211;P;;;;400;20;369;3;3;3;2;0;967
RT;912;7350;DAVCA-NOVAKI;0;3.065;211;P;;;;500;25;460;4;4;4;3;0;968
RT;912;3105;NOVAKI-CERKNO;0;10.295;211;P;;;;700;35;643;6;6;6;4;0;969
RT;913;6105;POSTOJNA-MOTEL ERAZEM;0;6.130;701;O;;01x1;PREDJAMA;1.410;29;1.294;21;37;11;2;16;970
RT;913;6101;ERAZEM-VRHI;0;865;701;P;;;;300;6;276;4;8;2;0;4;971
RT;913;6110;VRHI-BUKOVJE;0;1.940;701;P;;;;200;4;184;3;5;2;0;2;972
RT;913;6109;BUKOVJE-PREDJAMA;0;1.525;701;P;;;;150;3;138;3;4;1;0;1;973
RT;914;1372;POSTOJNA-RAKOV.SKOC.;0;4.200;392;P;;;;1.900;20;1.637;42;113;64;12;12;974
RT;914;2402;RAKOV SKOCJAN-PODSKRAJNIK;0;7.085;152;O;;00x1;RAKOV SKOCJAN;250;0;227;13;9;0;1;0;975
RT;915;1376;IL.BISTRICA-GRDA DRAGA;0;21.000;226;P;;;;40;1;37;0;1;1;0;0;976
RT;915;2427;GRDA DRAGA- PUDOB;0;28.100;498;O;;97x1;SNEZNIK;50;6;38;0;0;0;0;6;977
RT;916;3653;DRAGARJI-MEDVEDJEK-DRAGA;0;17.200;468;P;;;;30;1;26;1;2;0;0;0;978
RT;917;3602;KOCEVJE-ZELJNE;0;2.923;466;P;;;;800;7;622;4;48;36;61;22;979
RT;917;3621;ZELJNE-ROG-BAZA-PODTURN;0;29.400;467;O;;00x1;KOCEVSKE POLJANE;50;1;46;0;2;0;1;0;980
RT;918;3652;KOT-GRGELJ;0;12.314;468;P;;;;50;1;44;1;4;0;0;0;981
RT;918;3617;GRGELJ-FARA;0;11.375;468;P;;;;50;1;44;1;4;0;0;0;982
RT;919;1341;PODZEMELJ-ADLESICI;0;9.450;372;O;;00x1;DOLENJCI 3;520;5;471;8;22;12;0;2;983
RT;919;1466;ZUNICI-VINICA;0;10.340;373;O;;00x1;VINICA 1;460;8;398;5;33;6;10;0;984
RT;919;1343;VINICA-STARI TRG;0;20.220;374;O;;99x1;VINICA 2;200;1;176;12;10;1;0;0;985
RT;920;5899;VAHTA-GABRJE;0;22.568;467;P;;;;30;1;27;0;1;0;1;0;986
RT;921;4306;KANDRSE-VACE-SP.HOTIC;0;7.711;181;O;;01x1;VACE;970;8;875;10;43;18;14;2;987
RT;922;1455;GRAD-KRVAVEC;0;2.530;496;O;;01x4;CERKLJE;1.290;7;1.226;7;26;13;9;2;988
RT;923;1087;STAHOVICA-KAM.BISTRICA;0;8.210;234;P;;;;100;1;92;1;2;3;1;0;989
RT;924;3559;PODLOM-KR.RAK;0;4.540;169;O;;00x1;KALISE;300;1;280;0;8;9;2;0;990
RT;924;3559;KR.RAK-LUCE;4.540;17.032;477;P;;;;300;3;264;4;9;15;2;3;990
RT;926;5501;SOLCAVA-PODOLSEVA-SLEME;0;10.425;477;P;;;;35;0;31;1;1;1;1;0;991
RT;926;6519;SLEME-KOPRIVNA;0;5.917;477;P;;;;45;0;39;1;2;1;2;0;992
RT;926;6506;KOPRIVNA-CRNA;0;7.980;477;O;;01x1;PRISTAVA;890;6;786;13;27;23;27;8;993
RT;927;5502;ZIBOVT-SV.DUH-PODOLSEVA;0;10.345;477;P;;;;35;0;31;1;1;1;1;0;994
RT;928;1253;MOZIRJE-GOLTE;0;4.350;211;P;;;;500;25;460;4;4;4;3;0;995
RT;929;1332;HOCE-POHORSKA VZPENJACA;0;16.575;495;O;;02x4;HOCKO POHORJE;1.170;13;1.057;24;55;11;9;1;996
RT;929;1409;ODCEP ZA AREH;0;4.950;495;P;;;;500;4;459;10;15;7;5;0;998
RT;929;7070;AREH-LUKANJA;0;20.730;477;P;;;;36;0;30;0;2;2;2;0;999
RT;930;7065;PESEK-OPLOTNICA;0;18.820;477;P;;;;150;0;133;3;4;4;4;2;1000
RT;931;1354;RIBNICA-RIBNISKA KOCA;0;9.710;378;P;;;;116;0;110;2;2;1;1;0;1001
RT;932;6924;SL.GRADEC-SPOLE;0;4.500;327;P;;;;1.250;0;1.220;0;19;11;0;0;1002
RT;932;6924;SPOLE-PUNGART;4.500;15.005;327;P;;;;210;0;205;0;3;2;0;0;1002
RT;933;1193;BREG - LISCA;0;4.650;454;O;;01x1;BREG 1;590;9;549;2;23;6;1;0;1003
RT;933;1193;LISCA-JURKLOSTER;4.650;12.370;287;O;;01x1;JURKLOSTER;155;4;139;4;7;1;0;0;1003
RT;934;6838;SEZANA-LIPICA;0;3.494;57;O;;00x1;LOKEV 1;1.900;13;1.739;17;79;48;2;2;1004
RT;934;6840;LIPICA-LOKEV;0;4.139;75;O;;00x1;LOKEV 2;620;0;552;2;38;27;0;1;1005
RT;935;9042;FRAM-CESTNIK-AREH;0;13.900;495;P;;;;26;0;24;1;1;0;0;0;1006
RT;936;1063;COL-PREDMEJA;0;14.738;223;O;;x;PREDMEJA;50;1;47;0;1;1;0;0;1007
RT;937;8710;BRESTRNICA-GAJ-SV. JURIJ;0;14.367;486;P;;;;50;0;47;0;1;2;0;0;1008
RT;938;2503;CERMOSNJICE-KOMARNA V.-GRICICE;0;6.317;498;P;;;;50;6;38;0;0;0;0;6;1009
