Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. začetka;Stac. konca;Števno mesto;Tip pr. odseka;Tip avt. števca;Leto roč. (avt.) štetja;Ime števnega mesta;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lahka tov. < 3t;Sr. tov.  3-7t;Tež. tov. nad 7t;Tov. s prik.;
R3;633;1098;JEREKA-JEZERO;0;6.800;239;P; ; ; ;1.800;8;1.666;53;37;28;1;7;
R3;634;1104;JAVORNIK-GORJE;0;8.264;241;O;;02x4;Kočna;1.750;26;1.605;7;84;22;4;2;
R3;634;1094;GORJE-BLED;0;3.430;235;O;;02x4;Bled - Sp. Gorje;6.400;60;5.882;76;270;73;21;18;
R3;635;1121;LESCE-K.GORICA-LIPNICA;0;11.355;250;O;;02x4;Kamna Gorica 1;2.000;47;1.664;26;81;38;91;53;
R3;635;1122;LIPNICA-KROPA;0;2.000;251;O;;02x4;Kamna Gorica 2;1.170;14;1.052;35;45;17;5;2;
R3;635;1122;KROPA-RUDNO;2.000;15.217;253;P; ; ; ;210;3;180;0;15;0;0;12;
R3;635;1127;RUDNO-ČEŠNJICA;0;2.270;253;P; ; ; ;190;2;165;2;10;0;0;11;
R3;636;1126;LIPNICA-PODTABOR;0;9.500;254;O;;02x4;Kamna Gorica 3;1.880;15;1.581;21;84;40;89;50;
R3;636;1126;PODTABOR-ZVIRČE;9.500;10.000;254;P; ; ; ;850;3;715;12;35;17;47;21;
R3;637;0368;HRUŠICA-JESENICE;0;3.000;631;P; ; ; ;7.500;45;6.958;160;160;100;17;60;
R3;637;0368;JESENICE-JAVORNIK;3.000;6.370;631;P; ; ; ;14.000;85;13.085;290;350;100;40;50;
R3;637;0206;JAVORNIK-ŽIROVNICA;0;5.050;631;P; ; ; ;6.000;30;5.270;100;300;190;50;60;
R3;637;1459;ŽIROVNICA-VRBA;0;3.580;631;P; ; ; ;5.000;27;4.513;90;200;80;40;50;
R3;638;1131;ŽIROVNICA-BEGUNJE;0;6.290;256;O;;02x4;Begunje 1;1.680;22;1.552;22;65;14;4;1;
R3;638;1132;BEGUNJE-BISTRICA(TRŽIČ);0;10.420;257;O;;00x4;Begunje 2;600;10;557;7;22;2;2;0;
R3;639;1141;LJ(ŠENTVID-ŠMARTNO);0;3.000;325;O;QLD6; ;Lj Tacen;11.383;56;10.694;63;437;76;39;18;
R3;639;1141;LJ(ŠMARTNO)-VODICE;3.000;10.800;260;O;;02x4;Šmartno;2.450;16;2.279;16;94;29;9;7;
R3;639;1142;VODICE-SP.BRNIK;0;5.100;261;O;;02x4;Vodice;6.300;35;5.766;12;359;93;19;16;
R3;639;1143;SP.BRNIK-CERKLJE;0;4.558;496;P; ; ; ;3.600;19;3.422;19;73;37;26;4;
R3;640;1373;RAKEK-LOGATEC;0;14.035;392;O;;03x4;Logatec;2.950;23;2.643;25;166;59;16;18;
R3;641;1369;LJUBLJANICA-POL.GRADEC;0;9.100;389;P; ; ; ;300;0;228;8;25;25;11;3;
R3;641;1369;POL.GRADEC-DOBROVA;9.100;19.500;389;O;;03x4;Dvor;2.700;10;2.480;27;120;40;19;4;
R3;641;1369;DOBROVA-LJ(DOLGI MOST);19.500;23.456;389;P; ; ; ;5.300;5;4.800;64;165;162;88;16;
R3;642;1146;VRHNIKA-PODPEČ;0;16.678;265;O;;99x1;Podpeč;2.000;7;1.846;21;84;28;10;4;
R3;642;1147;PODPEČ-IG;0;8.960;266;O;;04x4;Jezero;1.317;28;1.173;12;70;16;8;10;
R3;642;1150;IG;0;820;266;P; ; ; ;3.600;57;3.302;21;111;55;21;33;
R3;642;1360;IG-LJ(PERUZZIJEVA);0;7.413;383;O;QLD6; ;Ig 2;6.453;22;6.007;36;286;52;36;14;
R3;643;1436;PODPEČ-RAKITNA;0;11.200;700;O;;02x4;Preserje;1.000;15;923;15;35;7;4;1;
R3;643;1362;RAKITNA-CERKNICA;0;18.195;700;P; ; ; ;270;5;242;6;8;6;2;1;
R3;644;1356;LJ(ŠMARTIN.)-ŠENTJAKOB;0;3.931;380;O;Prazno;03 QLD6;Sneberje;8.900;20;8.304;51;364;99;47;15;
R3;644;1357;ŠENTJAKOB-DOMŽALE;0;6.180;381;O;Prazno;03 QLD6;Podgorica;8.300;18;7.661;42;402;111;50;16;
R3;644;1358;DOMŽALE-DUPLICA;0;6.090;382;O;Prazno;03 QLD6;Nožice;9.500;25;8.636;75;490;132;99;43;
R3;645;1188;LJ(LITIJSKA)-ZADVOR;0;2.672;165;P; ; ; ;4.100;26;3.959;33;57;19;4;2;
R3;645;1189;ZADVOR-ŠMARTNO/LITIJI;0;26.433;437;O;;02x4;Besnica;1.300;10;1.201;3;52;21;13;0;
R3;646;1194;ŠKOFLJICA - ŠMARJE-SAP;0;3.726;288;P; ; ; ;700;11;552;50;52;25;4;6;
R3;646;1443;ŠMARJE-SAP - CIKAVA;0;2.761;288;O;;02x4;Šmarje - Sap;3.450;31;3.049;64;212;61;20;13;
R3;646;1444;CIKAVA - GROSUPLJE;0;2.141;273;O;QLD3; ;Cikava;11.410;25;10.266;93;574;221;96;135;
R3;646;1195;GROSUPLJE-IVANČNA GOR.;0;13.815;289;P; ; ; ;1.700;4;1.549;25;70;27;10;15;
R3;646;1196;IVANČNA GORICA(STUDENEC)-GRM;0;6.065;289;O;QLD6; ;Ivančna Gorica;9.506;27;8.363;22;514;164;208;208;
R3;646;1197;GRM-PLUSKA;0;8.364;289;P; ; ; ;750;2;677;2;32;20;7;10;
R3;647;1172;PEROVO-GROSUPLJE;0;1.480;275;P; ; ; ;6.400;70;5.868;86;223;125;9;19;
R3;647;1151;GROSUPLJE;0;250;275;P; ; ; ;8.600;93;7.894;114;296;166;12;25;
R3;647;1173;GROSUPLJE-MLAČEVO;0;2.350;275;O;;02x4;Veliko Mlačevo 1;5.400;29;4.930;39;255;79;33;35;
R3;647;1174;MLAČEVO-PLEŠIVICA;0;3.230;276;O;;02x4;Veliko Mlačevo 2;2.900;21;2.654;12;146;41;17;9;
R3;647;1174;PLEŠIVICA-KRKA;3.230;15.062;276;P; ; ; ;270;3;251;2;9;3;1;1;
R3;647;1368;MLAČEVO-VIDEM;0;12.000;388;O;;02x4;Veliko Mlačevo 3;2.850;24;2.587;24;125;46;18;26;
R3;647;1368;VIDEM-RAŠICA;12.000;18.935;388;P; ; ; ;1.530;31;1.410;12;43;27;4;3;
R3;648;2912;VIDEM-PRI CERKVI STRUGE;0;10.392;461;P; ; ; ;310;2;283;3;13;9;0;0;
R3;648;3601;PRI CERKVI STRUGE-ZVIRČE;0;4.800;461;O;;00x1;Zvirče 1;200;0;183;2;9;6;0;0;
R3;648;3601;ZVIRČE-SMUKA;4.800;14.695;463;O;;00x1;Zvirče 3;1.500;0;1.340;20;90;50;0;0;
R3;649;2915;ZAGRADEC-AMBRUS-ŽVIRČE;0;10.951;462;O;;00x1;Zvirče 2;100;0;94;0;5;1;0;0;
R3;650;1159;ŽUŽEMBERK-PLUSKA;0;13.704;269;O;;00x1;Žužemberk 1;1.100;13;922;81;49;21;4;10;
R3;650;1160;PLUSKA-TREBNJE(ŠTEFAN);0;2.000;269;P; ; ; ;1.500;18;1.257;111;67;29;5;13;
R3;650;1161;TREBNJE(ŠTEFAN)-TREBNJE;0;1.800;270;P; ; ; ;4.300;10;3.838;25;218;94;56;59;
R3;651;1198;TREBNJE-NM(BUČNA VAS);0;15.959;290;O;QLD3; ;Mirna Peč;2.818;15;2.496;9;144;115;28;11;
R3;652;1457;MORAVČE-ČATEŽ;0;6.200;283;O;;02x4;Velika Loka;2.250;10;1.949;7;145;70;36;33;
R3;652;1457;ČATEŽ-TREBNJE;6.200;15.470;282;P; ; ; ;400;2;376;2;7;8;5;0;
R3;653;1363;SODRAŽICA-HRIB;0;11.150;385;O;;04x4;Travna gora;918;2;819;5;63;26;1;2;
R3;653;1364;HRIB-PODPLANINA;0;18.860;506;O;;04x4;MP Podplanina;40;1;37;0;1;1;0;0;
R3;654;3611;ŠTALCERJI-KOČ. REKA;0;5.835;465;O;;00x1;Kočevska Reka;820;0;737;12;35;10;11;15;
R3;655;6643;DOL. VAS - GOTEN. - KOČ. REKA;0;16.525;162;O;;00x1;Grčarice;550;0;477;8;34;9;11;11;
R3;656;3651;KOČEVSKA REKA-BOROVEC;0;6.035;468;P; ; ; ;200;5;174;4;17;0;0;0;
R3;656;3619;BOROVEC - DRAGARJI;0;3.498;468;P; ; ; ;50;1;44;1;4;0;0;0;
R3;656;3650;DRAGARJI-OSILNICA;0;5.173;468;P; ; ; ;0;0;0;0;0;0;0;0;
R3;657;3610;PETRINA-GRIVAC-MIRTOVIČI;0;11.325;468;P; ; ; ;350;10;301;6;31;1;1;0;
R3;657;1345;BOSLJIVA LOKA-OSILNICA;0;9.520;445;O;;04x1;Osilnica;147;0;133;1;13;0;0;0;
R3;658;2517;DOBLIČE-SV.ANA-STARI TRG;0;9.865;468;O;;00x1;Stari trg;550;15;475;10;48;1;1;0;
R3;658;1450;STARI TRG;0;1.203;452;P; ; ; ;570;2;562;1;3;1;0;1;
R3;658;1433;STARI TRG-BREZOVICA;0;8.464;452;O;;00x1;Jelenja vas;500;2;430;16;34;11;1;6;
R3;659;3616;STARI TRG-KOT;0;3.599;452;P; ; ; ;250;1;214;8;17;6;1;3;
R3;659;2515;KOT-SODEVCI;0;780;509;O;;04x1;MP Sodevci;41;0;38;0;3;0;0;0;
R3;660;1179;ČRNOMELJ-DOLENJCI;0;9.810;281;O;;00x1;Dolenjci 1;950;13;866;22;38;5;5;1;
R3;660;1342;DOLENJCI-VRHOVCI;0;3.680;451;O;;00x1;Dolenjci 2;1.100;5;1.044;16;25;6;2;2;
R3;660;1342;VRHOVCI-ŽUNIČI;3.680;8.730;451;P; ; ; ;420;2;399;6;9;2;1;1;
R3;660;1342;ŽUNIČI-MP ŽUNIČI;8.730;9.390;508;O;;04x1;MP Žuniči;17;0;17;0;0;0;0;0;
R3;661;1210;MEJA RH-DRAŠIČI;0;5.000;301;O;;00x1;Drašiči;1.800;8;1.696;11;53;20;10;2;
R3;661;1210;DRAŠIČI-METLIKA;5.000;9.270;301;P; ; ; ;2.500;12;2.354;15;75;27;14;3;
R3;662;5407;METLIKA-RADOVIČI;0;3.000;301;P; ; ; ;1.600;7;1.506;10;48;18;9;2;
R3;662;5407;RADOVIČI-MP BOŽAKOVO;3.000;8.130;525;O;;04x1;MP Božakovo;52;0;50;0;2;0;0;0;
R3;663;5401;BUŠINJA VAS-RADOVICA;0;4.594;469;P; ; ; ;200;4;165;1;10;11;9;0;
R3;663;5404;RADOVICA-OSTRIŽ;0;3.500;525;P; ; ; ;100;0;92;0;7;1;0;0;
R3;664;2501;GABER- URŠNA SELA-NOVO MESTO;0;22.107;164;O;;03x1;Birčna vas;1.800;9;1.686;13;69;13;7;3;
R3;665;1191;VEL. REKA-SOPOTA;0;15.100;285;P; ; ; ;240;2;220;2;8;6;1;1;
R3;665;1191;SOPOTA-RADEČE;15.100;28.050;285;O;;04x4;Jagnjenica;2.264;12;2.078;13;88;50;6;17;
R3;666;8115;SOPOTA-PODKUM-ZAGORJE;0;10.370;703;O;;04x1;Zagorje 3;1.008;0;947;11;35;11;2;2;
R3;667;1385;ZBURE-MAČKOVEC;0;13.886;402;O;QLD3; ;Šmarješke Toplice;3.461;13;3.164;30;114;62;53;25;
R3;668;5846;GABRJE-RATEŽ;0;5.581;402;P; ; ; ;500;2;445;22;19;10;1;1;
R3;669;1202;DOBRUŠKA V.-ŠENTJERNEJ;0;6.150;293;O;;98x1;Šentjernej;2.800;5;2.559;16;100;60;40;20;
R3;670;1244;BIZELJSKO - OREŠJE;0;5.260;435;O;;00x1;MP Bizeljsko (Orešje);150;3;137;0;10;0;0;0;
R3;671;2237;KRIŽAJ-PODBOČJE-ŠUTNA;0;3.846;191;O;;04x4;Podbočje;644;5;596;4;24;7;7;1;
R3;671;3921;ŠUTNA-PLANINA/PODBOČJU;0;9.814;402;P; ; ; ;20;0;18;1;1;0;0;0;
R3;672;1337;IMPOLJCA-ZAVRATEC;0;4.900;369;P; ; ; ;1.000;2;907;20;45;23;2;1;
R3;672;1338;ZAVRATEC-SMEDNIK;0;9.120;369;O;;01x1;Raka;530;1;481;11;24;12;1;0;
R3;672;3927;SMEDNIK-ZAMEŠKO-KOSTANJEVICA;0;9.261;183;O;;04x1;Dolenje Ravno;711;1;619;7;36;24;15;9;
R3;673;1340;DRNOVO-KRIŽAJ;0;5.245;371;O;QLD6; ;Malo Mraševo;2.693;24;2.441;4;122;37;40;25;
R3;674;1384;ZAVRATEC-ŠKOCJAN;0;10.495;401;O;;03x4;Škocjan 2;1.050;3;910;15;84;19;11;8;
R3;675;1207;ČATEŽ OB SAVI-JESENICE;0;9.500;184;O;;04x4;Ribnica;953;5;829;6;50;13;41;9;
R3;675;1207;JESENICE-MP SLOVENSKA VAS;9.500;10.845;677;O;QLD3; ;MP Slovenska vas;3.000;5;2.952;3;30;10;0;0;
R3;676;2204;SP. POHANCA-KAPELE;0;10.120;471;O;;03x1;Artiče;2.150;12;1.971;32;84;29;9;13;
R3;676;2212;KAPELE;0;1.028;471;P; ; ; ;2.100;6;1.940;30;77;28;5;14;
R3;676;2216;KAPELE-RAKOVEC;0;2.515;513;O;;04x4;MP Rakovec;38;0;38;0;0;0;0;0;
R3;677;2203;MP  NOVA VAS-PIŠECE;0;6.019;515;O;;04x4;MP Nova vas;51;0;50;0;1;0;0;0;
R3;677;2202;PIŠECE-ZG.POHANCA-KRŠKO;0;17.355;185;O;;04x4;Zgornja Pohanca;499;4;473;2;17;2;1;0;
R3;678;2215;ST.VAS-FIGAROV MOST;0;755;514;O;;04x4;MP Stara vas;109;1;107;0;1;0;0;0;
R3;679;1192;RADEČE-BREG;0;5.700;286;O;;04x4;Loka;1.165;10;1.080;2;55;15;2;1;
R3;679;3909;BREG-SEVNICA;0;8.100;709;O;;99x1;Breg;1.100;1;1.052;4;33;9;0;1;
R3;679;3909;SEVNICA-BLANCA;8.100;16.800;715;O;;01x1;Sevnica;2.700;8;2.550;21;92;23;6;0;
R3;679;3909;BLANCA-BRESTANICA;16.800;21.931;713;O;;01x1;Brestanica;1.900;3;1.761;16;70;37;5;8;
R3;680;1223;RIMSKE TOPLICE-JURKLOŠTER;0;15.040;310;P; ; ; ;600;2;522;6;26;20;8;16;
R3;680;1224;JURKLOŠTER-DEŽNO;0;6.490;313;P; ; ; ;260;2;226;5;15;8;2;2;
R3;681;4005;LAŠKO;0;124;313;P; ; ; ;9.300;71;8.136;171;519;288;64;51;
R3;681;4006;LAŠKO-BREZE-ŠENTJUR;0;20.027;187;O;;00x1;Šentrupert;350;2;333;4;6;5;0;0;
R3;681;7233;ŠENTJUR(PODGORA-NOVA V);0;1.271;287;P; ; ; ;1.500;44;1.348;36;64;8;0;0;
R3;682;1441;LOKE-LEDINŠČICA;0;10.080;312;O;;01x1;Ledinščica;270;1;249;2;12;6;0;0;
R3;683;1169;PILŠTAJN-GOLOBINJEK;0;10.294;274;O;;01x1;Lesično;1.100;21;1.019;14;27;14;4;1;
R3;683;1414;IMENO-MP IMENO;0;1.015;415;O;;00x4;MP Imeno;300;0;287;0;12;1;0;0;
R3;684;7460;PRELASKO-BUČE-KOZJE;0;7.384;274;P; ; ; ;800;16;740;10;20;10;3;1;
R3;685;7495;TEKAČEVO-ROGAŠKA SLATINA;0;4.114;136;P; ; ; ;6.200;28;5.703;47;216;100;56;50;
R3;685;7450;RODNE-MP RAJNKOVEC;0;1.733;517;O;;x;MP Rajnkovec;300;1;287;8;4;0;0;0;
R3;686;1278;TEPANJE-ŽIČE;0;3.750;317;P; ; ; ;1.500;10;1.413;15;48;10;4;0;
R3;686;1279;ŽIČE-KARTUZIJA;0;6.900;317;P; ; ; ;70;1;63;4;2;0;0;0;
R3;686;1279;KARTUZIJA-DRAMLJE;6.900;14.224;317;P; ; ; ;55;1;49;3;2;0;0;0;
R3;687;7207;DOLE-PONIKVA-LOČE;0;14.140;135;O;;00x1;Hotunje;2.250;25;2.027;8;127;56;6;1;
R3;688;1231;SLOV.KONJICE-ŽIČE;0;4.840;317;P; ; ; ;1.550;5;1.449;31;50;10;5;0;
R3;688;1418;ŽIČE;0;670;317;P; ; ; ;3.400;5;3.070;15;155;62;62;31;
R3;688;1232;ŽIČE-POLJČANE;0;9.184;317;O;Prazno;03 QLD6;Žiče;3.700;16;3.323;16;172;68;70;35;
R3;688;1233;POLJČANE-MAJŠPERK;0;16.270;318;O;;02x4;Makole;1.900;10;1.703;25;88;35;24;15;
R3;689;6252;PODLEHNIK-KOZMINCI;0;3.563;481;P; ; ; ;500;4;445;7;24;17;1;2;
R3;689;6260;KOZMINCI-ROGATEC;0;15.471;481;O;;00x4;Čermožiše;500;4;445;7;24;17;1;2;
R3;690;1234;MAJŠPERK-JUROVCI;0;12.605;145;O;;00x4;Stogovci;380;0;334;9;17;9;10;1;
R3;690;1235;TRŽEC-VIDEM;0;4.500;521;P; ; ; ;1.000;9;803;24;150;14;0;0;
R3;690;1235;VIDEM-ZG. LESKOVEC;4.500;15.965;521;O;;04x1;MP Leskovec;324;2;282;15;23;2;0;0;
R3;691;6251;ZAVRČ-DRENOVEC;0;7.280;520;P; ; ; ;100;0;93;2;4;1;0;0;
R3;692;6223;BORL-MP MEJE;0;7.703;520;O;;04x1;MP Meje;206;0;196;3;6;1;0;0;
R3;693;2302;NOVA CERKEV-SOCKA-VITANJE;0;10.320;377;P; ; ; ;1.100;5;992;12;48;25;7;11;
